,movieId,rating,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,n_rating
2601,3481,3.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,75
2602,3483,3.12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2603,3484,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10
2604,3489,3.36,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53
2605,3492,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2606,3494,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6
2607,3496,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2608,3497,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2609,3498,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
2610,3499,3.84,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,44
2611,3500,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4
2612,3501,2.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
2613,3502,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2614,3503,4.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11
2615,3504,4.02,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22
2616,3505,3.72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,9
2617,3506,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2618,3507,4.07,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2619,3508,4.25,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,18
2620,3510,3.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36
2621,3511,2.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2622,3512,3.56,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
2623,3513,3.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
2624,3514,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2625,3515,3.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
2626,3516,3.38,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4
2627,3519,2.92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
2628,3521,3.43,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
2629,3524,2.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
2630,3525,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2631,3526,3.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
2632,3527,3.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,61
2633,3528,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5
2634,3529,3.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2635,3531,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2636,3534,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25
2637,3535,3.79,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,59
2638,3536,3.45,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,21
2639,3537,3.33,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2640,3538,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2641,3539,3.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
2642,3543,3.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14
2643,3544,2.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2644,3545,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5
2645,3546,4.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
2646,3548,3.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2647,3549,3.94,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
2648,3550,3.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
2649,3551,3.46,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,13
2650,3552,3.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2651,3553,2.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5
2652,3554,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
2653,3555,3.42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,33
2654,3556,3.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26
2655,3557,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
2656,3559,3.67,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3
2657,3563,2.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
2658,3564,1.62,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2659,3565,3.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
2660,3566,2.88,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
2661,3567,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2662,3568,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2663,3569,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2664,3571,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2665,3572,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
2666,3573,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2667,3574,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2668,3576,3.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
2669,3577,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2670,3578,3.94,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170
2671,3580,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2672,3581,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2673,3584,2.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4
2674,3586,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2675,3587,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2676,3590,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2677,3591,2.73,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15
2678,3592,4.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2679,3593,1.66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19
2680,3594,3.25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
2681,3596,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2682,3597,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2683,3598,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3
2684,3599,3.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5
2685,3604,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2686,3606,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4
2687,3608,2.94,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2688,3609,3.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2689,3614,2.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
2690,3615,3.11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2691,3616,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10
2692,3617,3.09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2693,3618,3.54,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2694,3619,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2695,3622,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2696,3623,2.71,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,77
2697,3624,3.15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43
2698,3625,2.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2699,3626,3.33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2700,3627,3.88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
2701,3628,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2
2702,3629,4.07,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7
2703,3632,4.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2704,3633,3.26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17
2705,3634,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2706,3635,3.44,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
2707,3637,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2708,3638,3.13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,26
2709,3639,3.58,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
2710,3640,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2711,3641,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2712,3643,3.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
2713,3646,2.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2714,3648,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2715,3649,2.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8
2716,3652,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2717,3653,4.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
2718,3654,3.77,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13
2719,3655,4.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2720,3658,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
2721,3660,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
2722,3661,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2723,3662,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,2
2724,3663,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2725,3664,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
2726,3667,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2727,3668,3.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15
2728,3669,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2729,3671,3.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62
2730,3672,3.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2731,3673,4.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2732,3674,4.0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2733,3675,4.19,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8
2734,3676,3.75,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10
2735,3677,4.12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4
2736,3678,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2737,3679,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
2738,3680,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2739,3681,4.15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,33
2740,3682,3.7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5
2741,3683,4.0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,19
2742,3684,3.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7
2743,3685,3.78,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
2744,3686,2.93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,15
2745,3687,5.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2746,3688,2.14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2747,3689,1.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2748,3690,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2749,3691,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2750,3692,3.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2751,3693,2.12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8
2752,3694,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2753,3695,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2754,3696,3.17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3
2755,3697,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21
2756,3698,3.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,34
2757,3699,3.15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,13
2758,3700,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2759,3701,3.12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,13
2760,3702,3.49,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38
2761,3703,4.04,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,40
2762,3704,3.27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24
2763,3705,2.31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8
2764,3706,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,8
2765,3707,2.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,10
2766,3708,3.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10
2767,3709,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2768,3710,1.67,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2769,3711,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2770,3712,2.83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2771,3713,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2772,3714,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2773,3715,2.75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2774,3716,1.0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2775,3717,3.22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2776,3719,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2777,3720,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2778,3723,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
2779,3724,3.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5
2780,3725,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2781,3726,3.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2782,3727,4.31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8
2783,3728,3.75,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,4
2784,3729,4.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
2785,3730,4.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17
2786,3731,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2787,3732,3.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
2788,3733,3.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2789,3735,3.79,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17
2790,3736,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2791,3737,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2792,3738,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2793,3739,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2794,3740,3.86,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28
2795,3741,4.09,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,11
2796,3742,3.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10
2797,3743,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
2798,3744,2.66,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,19
2799,3745,3.41,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29
2800,3746,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2801,3747,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2802,3751,3.55,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
2803,3752,3.09,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
2804,3753,3.45,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,68
2805,3754,2.22,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
2806,3755,3.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,44
2807,3756,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2808,3758,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2
2809,3760,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2810,3761,4.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2811,3763,3.22,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16
2812,3764,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5
2813,3765,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2814,3766,2.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
2815,3767,1.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
2816,3768,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2817,3769,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2818,3770,2.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6
2819,3771,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2820,3773,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2821,3774,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
2822,3783,3.95,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11
2823,3784,2.59,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
2824,3785,2.92,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50
2825,3786,2.62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2826,3787,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2827,3788,3.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
2828,3789,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2829,3790,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2830,3791,3.19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16
2831,3792,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2832,3793,3.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,133
2833,3794,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2834,3795,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2835,3797,2.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
2836,3798,3.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,25
2837,3799,1.58,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2838,3801,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4
2839,3802,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
2840,3806,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2841,3807,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2842,3808,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2843,3809,3.27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2844,3810,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
2845,3811,3.93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7
2846,3812,3.46,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2847,3813,4.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
2848,3814,4.22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2849,3816,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2850,3819,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2851,3821,2.28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2852,3822,4.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4
2853,3823,4.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2854,3824,2.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11
2855,3825,2.74,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,29
2856,3826,2.29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,39
2857,3827,2.89,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23
2858,3830,1.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
2859,3831,3.91,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2860,3832,4.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2861,3833,1.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
2862,3834,3.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2863,3835,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
2864,3836,4.13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
2865,3837,2.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3
2866,3838,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2867,3839,1.67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
